budget,evidence_block,arm,method,sources,planned,valid,missing,empty_observations,expected_coverage,all_arm_budgets_matched,MAE2,MAE2_MCSE,ProfileMAE,ProfileMAE_MCSE,valid_fraction,valid_fraction_MCSE
0.5,surrogate,H,extratrees_real_only,8,18,18,0,0,0.46631531055242315,False,0.16748230752701002,0.00010457243358167611,0.13106651652061613,4.507196357359292e-05,1.0,0.0
0.5,surrogate,H,qwen_thinking,8,54,53,0,0,0.46631531055242315,False,0.17414146188868163,0.014322739306638963,0.1402180322131497,0.009047988903064125,0.9861111111111112,0.013888888888888888
0.5,surrogate,H,qwen_nonthinking,8,54,54,0,0,0.46631531055242315,False,0.21541193953825472,0.024153678303459422,0.18833530413666844,0.021479496526272356,1.0,0.0
0.5,surrogate,B,plugin,8,24,24,0,0,0.4999999999999854,True,0.10663968348168994,0.0013666405910210532,0.09803535305189441,0.0005033309977718908,1.0,0.0
0.5,surrogate,B,primary_corrector,8,24,24,0,0,0.4999999999999854,True,0.06170374549011187,0.0009536066482168357,0.0770489127978147,0.0005042876111552471,1.0,0.0
0.5,surrogate,B,median,8,24,24,0,0,0.4999999999999854,True,0.3153450555004878,0.0,0.2477381004240897,0.0,1.0,0.0
0.5,surrogate,B,extratrees_pooled,8,24,24,0,0,0.4999999999999854,True,0.046436026101058625,0.0006284817559664925,0.09068837674094549,0.0003219619069315877,1.0,0.0
0.5,surrogate,B,extratrees_real_only,8,24,24,0,0,0.4999999999999854,True,0.13486176002847383,0.0003395988979762796,0.11848579844014148,0.00017440382688424646,1.0,0.0
0.5,surrogate,B,qwen_thinking,8,72,72,0,0,0.4999999999999854,True,0.16483012980519884,0.019683599232472388,0.14963036564234966,0.02084582772870351,1.0,0.0
0.5,surrogate,B,qwen_nonthinking,8,72,72,0,0,0.4999999999999854,True,0.3406478983259176,0.010082116834331524,0.2942075512430514,0.019506536766973684,1.0,0.0
0.5,dar_a0,R,plugin,2,6,6,0,0,0.5008496993987975,True,0.006743716019313164,0.002884547725307532,0.0033739696767235605,0.000694769906002245,1.0,0.0
0.5,dar_a0,R,primary_corrector,2,6,6,0,0,0.5008496993987975,True,0.006743716019313164,0.002884547725307532,0.0033739696767235605,0.000694769906002245,1.0,0.0
0.5,dar_a0,R,median,2,6,6,0,0,0.5008496993987975,True,0.03677670046381365,0.0,0.03508417697610491,0.0,1.0,0.0
0.5,dar_a0,R,extratrees_pooled,2,6,6,0,0,0.5008496993987975,True,0.01504802175754961,0.004875001078179012,0.010518060788782334,0.0008012326303330864,1.0,0.0
0.5,dar_a0,R,extratrees_real_only,2,6,6,0,0,0.5008496993987975,True,0.010531535043617386,0.0036511555631968426,0.040982326366606744,0.0013265246831107513,1.0,0.0
0.5,dar_a0,R,qwen_thinking,2,18,18,0,0,0.5008496993987975,True,0.006745183253609257,0.0028849142153076946,0.003374299713432854,0.0006949186684517393,1.0,0.0
0.5,dar_a0,R,qwen_nonthinking,2,18,18,0,0,0.5008496993987975,True,0.4889600657301799,0.03778954065235577,0.3919712051429538,0.05191312930104636,1.0,0.0
0.5,dar_a0,S1,plugin,2,6,6,0,0,0.49952656441269416,True,0.01058492651959948,0.0028810145274702948,0.004020342095049643,0.0005324891740179394,1.0,0.0
0.5,dar_a0,S1,primary_corrector,2,6,6,0,0,0.49952656441269416,True,0.01058492651959948,0.0028810145274702948,0.004020342095049643,0.0005324891740179394,1.0,0.0
0.5,dar_a0,S1,median,2,6,6,0,0,0.49952656441269416,True,0.03677670046381365,0.0,0.03508417697610491,0.0,1.0,0.0
