source,stratum,arm,method,MAE_2,ProfileMAE,signed_rho_2,validity,not_correctable_at_this_budget
sp_workplace,real,R,plugin,0.026203578988575744,0.014008051830938797,0.0032234211574723726,1.0,False
sp_workplace,real,R,qwen_nonthinking,0.502095876878282,0.3525610929132221,0.502095876878282,1.0,False
sp_workplace,real,R,qwen_thinking,0.02513340607289554,0.0152683063094681,-0.002220678677273454,1.0,False
sp_workplace,real,S,design,0.030433716580810743,0.012932011612261868,-0.008674848629332996,1.0,False
sp_workplace,real,S,et,0.05744871504244664,0.03878182311507302,0.05744871504244664,1.0,False
sp_workplace,real,S,median,0.12871822136857708,0.049200840261684,0.12871822136857708,1.0,False
sp_workplace,real,S,mle,0.03088610106753799,0.016786564506080955,0.021723806088687497,1.0,False
sp_workplace,real,S,plugin,0.3803143250967304,0.21965816251029166,0.3803143250967304,1.0,False
sp_workplace,real,S,qwen_nonthinking,0.5304292102116155,0.39103331513544437,0.5304292102116155,1.0,False
sp_workplace,real,S,qwen_thinking,0.07850148459242448,0.03993168797763869,0.015178215244948778,1.0,False
sp_workplace,real,S_obs,design,0.03511857794502938,0.015456357499281816,-0.02632644607585023,1.0,False
sp_workplace,real,S_obs,et,0.08007492830586516,0.04647843284159996,0.08007492830586516,1.0,False
sp_workplace,real,S_obs,median,0.12871822136857708,0.049200840261684,0.12871822136857708,1.0,False
sp_workplace,real,S_obs,mle,0.03007742169053911,0.02114744609669464,-0.00017650559068161745,1.0,False
sp_workplace,real,S_obs,plugin,0.3803143250967304,0.21965816251029166,0.3803143250967304,1.0,False
sp_workplace,real,S_obs,qwen_nonthinking,0.5690292102116155,0.5345388706909998,0.5690292102116155,1.0,False
sp_workplace,real,S_obs,qwen_thinking,0.18035787261685868,0.10335695738765385,0.1598757191306631,1.0,False
