target,substrate,strategy,n,budget,coverage,estimator,mae,r2,spearman,n_rows
rho_headline,ba,recency_biased,2000,3200,0.20853164662658644,xgb_noplugin,0.04612944119014362,0.8360302680874877,0.8876364815726859,192
mean_span_frac,ba,recency_biased,2000,3200,0.20853164662658644,mean_floor,0.03239436048021969,-0.04731846921087213,-0.2780514529694535,192
mean_span_frac,ba,recency_biased,2000,3200,0.20853164662658644,plugin,0.06771955624632087,-2.993074234083942,0.9610180760315866,192
mean_span_frac,ba,recency_biased,2000,3200,0.20853164662658644,mle,0.014072084860099782,0.779619630941317,0.9557733402883434,192
mean_span_frac,ba,recency_biased,2000,3200,0.20853164662658644,ridge_full,0.005714306040592307,0.9646464002403663,0.9747261701784672,192
mean_span_frac,ba,recency_biased,2000,3200,0.20853164662658644,ridge_noplugin,0.01129431055491068,0.8627552418783931,0.9159534073871489,192
mean_span_frac,ba,recency_biased,2000,3200,0.20853164662658644,xgb_full,0.007571232422710995,0.9364253933594431,0.9573858059553239,192
mean_span_frac,ba,recency_biased,2000,3200,0.20853164662658644,xgb_noplugin,0.012309165768270583,0.8329253993448822,0.8875241625519636,192
rho_headline,ba,recency_biased,10000,50,0.0008291076847405417,mean_floor,0.14663182981525943,-0.028185052879514894,-0.12408469136734654,192
rho_headline,ba,recency_biased,10000,50,0.0008291076847405417,plugin,0.29980049568094347,-3.431589959073194,0.3580048707907921,192
