graph_id,stratum,arm,method,hidden_MAE_2,hidden_ProfileMAE,hidden_validity,released_MAE_2,released_ProfileMAE,released_validity,delta_MAE_2,delta_ProfileMAE
ad_memoryless_r1,synthetic,R,plugin,0.01473055099840985,0.004209911108101643,1.0,0.01473055099840985,0.004209911108101643,1.0,0.0,0.0
ad_memoryless_r1,synthetic,R,qwen_nonthinking,0.262949824908729,0.12766100147949466,1.0,0.3645297548722206,0.1604448728592564,1.0,0.10157992996349163,0.03278387137976174
ad_memoryless_r1,synthetic,R,qwen_thinking,0.014730942024663003,0.004210423081250824,1.0,0.014731830913551893,0.004338618550165471,1.0,8.888888888905488e-07,0.00012819546891464691
ad_memoryless_r2,synthetic,H,et,0.013464394904625544,0.004052010667406508,1.0,0.013472299880745471,0.004030940494882672,1.0,7.904976119927493e-06,-2.1070172523835265e-05
ad_memoryless_r2,synthetic,H,median,0.29286502981190377,0.1216337658178372,1.0,0.29286502981190377,0.1216337658178372,1.0,0.0,0.0
ad_memoryless_r2,synthetic,H,mle,0.013882572385379531,0.004211621834047893,1.0,0.013882572385379531,0.004211621834047893,1.0,0.0,0.0
ad_memoryless_r2,synthetic,H,plugin,0.03108684505335979,0.009055548910278688,1.0,0.03108684505335979,0.009055548910278688,1.0,0.0,0.0
ad_memoryless_r2,synthetic,H,qwen_nonthinking,0.14426439708707503,0.0675624357771523,1.0,0.1905401420721083,0.08703491489076531,1.0,0.04627574498503326,0.01947247911361301
ad_memoryless_r2,synthetic,H,qwen_thinking,0.18684359215246918,0.08003055506485576,1.0,0.18866069762766383,0.06199869266854309,1.0,0.001817105475194647,-0.018031862396312673
ad_memoryless_r2,synthetic,R,et,0.021515516135868967,0.006973815453082917,1.0,0.02134618572679059,0.006897743051154283,1.0,-0.0001693304090783776,-7.607240192863442e-05
ad_memoryless_r2,synthetic,R,median,0.29286502981190377,0.1216337658178372,1.0,0.29286502981190377,0.1216337658178372,1.0,0.0,0.0
ad_memoryless_r2,synthetic,R,mle,0.02405491225181706,0.007045138767849366,1.0,0.02405491225181706,0.007045138767849366,1.0,0.0,0.0
ad_memoryless_r2,synthetic,R,plugin,0.021893161934631533,0.007096228192344937,1.0,0.021893161934631533,0.007096228192344937,1.0,0.0,0.0
ad_memoryless_r2,synthetic,R,qwen_nonthinking,0.19390430237233613,0.07296508510923468,1.0,0.23752652459455836,0.0927763123799312,1.0,0.04362222222222223,0.01981122727069652
ad_memoryless_r2,synthetic,R,qwen_thinking,0.02189631429433052,0.007097084202854844,1.0,0.021893414833898613,0.007096336697551813,1.0,-2.89946043190506e-06,-7.475053030309153e-07
copenhagen_bluetooth,real,H,et,0.005352212626698198,0.0069701533131772105,1.0,0.006129326168295424,0.008096351880709647,1.0,0.0007771135415972257,0.001126198567532437
copenhagen_bluetooth,real,H,median,0.15679934307552423,0.0900406131195264,1.0,0.15679934307552423,0.0900406131195264,1.0,0.0,0.0
copenhagen_bluetooth,real,H,mle,0.029828198603921236,0.01674105592541449,1.0,0.029828198603921236,0.01674105592541449,1.0,0.0,0.0
copenhagen_bluetooth,real,H,plugin,0.09548319060365208,0.08779058011962311,1.0,0.09548319060365208,0.08779058011962311,1.0,0.0,0.0
copenhagen_bluetooth,real,H,qwen_nonthinking,0.3449136594157341,0.25258040292272654,1.0,0.23769143719351188,0.12345523003199352,1.0,-0.10722222222222222,-0.12912517289073303
copenhagen_bluetooth,real,H,qwen_thinking,0.2814469927490675,0.13687608638249718,1.0,0.17152627134414686,0.10776622181357139,1.0,-0.10992072140492062,-0.029109864568925795
copenhagen_bluetooth,real,R,et,0.012645103975471842,0.00960523617750494,1.0,0.013066279033963754,0.009504179497800478,1.0,0.00042117505849191203,-0.00010105667970446153
