evidence_block,arm,method,graphs,MAE2,MAE2_se,ProfileMAE,ProfileMAE_se,signed_rho2,signed_rho2_se,worst_graph_AE2,paired_vs_corrector,paired_vs_corrector_se,paired_vs_plugin,paired_vs_plugin_se
real,S2,median,8,0.2396987696760392,0.03651749614287755,0.11015221734076834,0.014439463003087996,0.05898958163993918,0.0951017666307049,0.41577956759326407,0.22569472619218156,0.0379067183840989,0.18017060712011013,0.03878369025274744
real,S2,extratrees_pooled,8,0.04519230735499275,0.0125945555182023,0.023400661773609457,0.0047625008979125675,0.037514812435897875,0.015758731310623594,0.10651379659153411,0.031188263871135134,0.013690949200659474,-0.014335855200936321,0.02265277613152856
real,S2,extratrees_real_only,8,0.0543046987259391,0.00861031084874903,0.029415910085990468,0.0028265166528501336,0.019729141284484712,0.02095685034280894,0.09443112050607817,0.04030065524208147,0.01016853743751477,-0.005223463829989986,0.021830992785156957
real,S2,design_reference,8,0.014004043483862326,0.003592028780564888,0.009538771760974417,0.0023795720760036755,-0.011241643983062002,0.0035028690566714002,0.03369458432386981,4.7076600430406845e-15,2.645135891024303e-14,-0.04552411907206675,0.024527009703776904
real,H,plugin,8,0.06988919598543616,0.016941405627162565,0.059810482339117885,0.01815721911123775,-0.06422294490935102,0.0198889475230755,0.12959142625292158,-0.05584764716802373,0.017852173314211517,,
real,H,corrector,8,0.1257368431534599,0.02590041110394398,0.052008621923614384,0.011172083221118404,0.12555776356247464,0.026024063359588203,0.2126054367890958,,,0.05584764716802373,0.017852173314211517
real,H,median,8,0.2396987696760392,0.03651749614287755,0.11015221734076834,0.014439463003087996,0.05898958163993918,0.0951017666307049,0.41577956759326407,0.1139619265225793,0.05702096545438782,0.169809573690603,0.051669411320594404
real,H,extratrees_pooled,8,0.05070102838953965,0.015319821812724411,0.029452002539934404,0.006239823952237715,0.03738326683939605,0.018012863721769596,0.13030360256979848,-0.07503581476392024,0.03010275224492583,-0.01918816759589651,0.027047319505927803
real,H,extratrees_real_only,8,0.0565016751496538,0.014648466718009746,0.03695468571779421,0.009268869200088771,0.02310530667582696,0.023818726767375835,0.15074721298648613,-0.0692351680038061,0.030135227480029565,-0.013387520835782365,0.026473713778204677
real,B,plugin,8,0.15591631000694556,0.037356366070169164,0.07863977416419664,0.020926006454551782,-0.15591631000694556,0.037356366070169164,0.3063932339498244,0.08788692682686688,0.0374783693408883,,
